# Code: cgiSensePlot.c v4.0 (sll - 13 February 2009 Build)
# from WWW Sensitivity Curve Generator located at:
#   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
# EQUAL ARM Space Based Observatory Sensitivity Curve
# Polarization and All Sky Averaged
# 
# For this data file:
# SNR = 1.000000 
# Armlength = 2.500000e+09 	meters
# Optics diameter = 0.300000 	meters
# Wavelength = 1064.000000 	nanometers
# Laser power = 2.000000 Watts
# Optical train efficiency = 0.300000 
# Accleration noise = 3.000000e-15 m/(s^2 root Hz)
# Position noise = 1.000000e-11 m/(root Hz)
# Sensitivity Floor Set by Position Noise Budget
# Output Curve type is Root Spectral Density, per root Hz
# Astrophysical Noise is No White Dwarf Noise
#
#
#
# f [Hz] 	 hf [Hz^(-1/2)]
1.609553e+00    7.049564e-19
1.615872e+00    7.675960e-19
1.622216e+00    7.691469e-19
1.628585e+00    7.098715e-19
1.634979e+00    6.397253e-19
1.641398e+00    5.912867e-19
1.647843e+00    5.730225e-19
1.654312e+00    5.860952e-19
1.660807e+00    6.311718e-19
1.667328e+00    7.045623e-19
1.673874e+00    7.811033e-19
1.680446e+00    8.044436e-19
1.687043e+00    7.522426e-19
1.693667e+00    6.750944e-19
1.700316e+00    6.177240e-19
1.706288e+00    5.942652e-19
1.712280e+00    5.985528e-19
1.718294e+00    6.311930e-19
1.724328e+00    6.915780e-19
1.730384e+00    7.692496e-19
1.736462e+00    8.285191e-19
1.742560e+00    8.232002e-19
1.748680e+00    7.598835e-19
1.754821e+00    6.873689e-19
1.760984e+00    6.363496e-19
1.767169e+00    6.150977e-19
1.773375e+00    6.247573e-19
1.779603e+00    6.659788e-19
1.785853e+00    7.366951e-19
1.792125e+00    8.189685e-19
1.798419e+00    8.637348e-19
1.804735e+00    8.310812e-19
1.811074e+00    7.534540e-19
1.817434e+00    6.832341e-19
1.823817e+00    6.426188e-19
1.830222e+00    6.357348e-19
1.836650e+00    6.633162e-19
1.843100e+00    7.254589e-19
1.849573e+00    8.126022e-19
1.856069e+00    8.838721e-19
1.862588e+00    8.789773e-19
1.869129e+00    8.048793e-19
1.875693e+00    7.238894e-19
1.882281e+00    6.716957e-19
1.888892e+00    6.563247e-19
1.894893e+00    6.750062e-19
1.900913e+00    7.251460e-19
1.906952e+00    8.028170e-19
1.913010e+00    8.853373e-19
1.919088e+00    9.215530e-19
1.925184e+00    8.802743e-19
1.931301e+00    7.991996e-19
1.937437e+00    7.275361e-19
1.943592e+00    6.854834e-19
1.949766e+00    6.768616e-19
1.955961e+00    7.023164e-19
1.962176e+00    7.621378e-19
1.968409e+00    8.492870e-19
1.974663e+00    9.304448e-19
1.980937e+00    9.456252e-19
1.987231e+00    8.818264e-19
1.993544e+00    7.949173e-19
1.999877e+00    7.296956e-19
2.006230e+00    6.996330e-19
2.012605e+00    7.065691e-19
2.018999e+00    7.512085e-19
2.025413e+00    8.315052e-19
2.031847e+00    9.270120e-19
2.038303e+00    9.789658e-19
2.044779e+00    9.390827e-19
2.051274e+00    8.480522e-19
2.057791e+00    7.682728e-19
2.064330e+00    7.245126e-19
2.070888e+00    7.208922e-19
2.077467e+00    7.581927e-19
